date,med_temp,med_hum,pm25,pm10,o3,no2,home,work,transit,parks,grocery,retail
2020-05-16,24.3,47.2775220478771,81,31,40,19,21,-37,-58,-64,-28,-66
2020-05-17,23.3,48.208872639381,63,31,56,15,16,-31,-58,-67,-33,-67
2020-05-18,24.35,49.868780483702,68,40,51,18,26,-59,-63,-60,-31,-65
2020-05-23,23.45,58.3049767600256,79,35,52,22,21,-34,-58,-64,-29,-70
2020-05-24,23.2,54.8510946201998,71,38,60,15,16,-28,-57,-66,-34,-70
2020-05-25,24.5,42.2797803747884,76,39,74,21,26,-58,-62,-58,-29,-67
2020-05-26,25.4,27.9443341257259,76,46,87,24,27,-59,-65,-60,-31,-68
2020-05-27,23.9,38.7700810144134,91,59,70,22,28,-59,-65,-61,-33,-69
2020-05-28,23.6,36.1413770872663,122,42,55,25,28,-60,-65,-62,-32,-69
2020-05-29,19.5,53.9140316039329,81,31,39,21,29,-55,-62,-60,-24,-68
2020-05-30,17.1,65.7074281863356,59,28,34,16,19,-27,-55,-62,-22,-66
2020-05-31,20.6,57.9723170386397,62,28,40,14,14,-21,-54,-67,-28,-68
2020-06-01,15.65,81.0374196938809,66,33,44,15,24,-54,-59,-55,-20,-64
2020-06-02,19.9,58.6717585626367,73,35,37,16,26,-57,-61,-56,-23,-65
2020-06-03,18.7,66.0763979620736,71,22,17,12,27,-57,-61,-56,-25,-66
2020-06-04,23,51.0400701347408,40,24,17,15,27,-57,-61,-57,-26,-67
2020-06-05,21.6,52.458174944789,40,25,34,13,28,-53,-61,-58,-24,-67
2020-06-06,26.4,47.6944418812232,50,28,36,16,19,-27,-54,-60,-23,-66
2020-06-07,25.4,59.0284034843946,56,21,42,12,15,-21,-54,-64,-30,-68
2020-06-08,22.2,65.1760208228959,48,27,53,19,24,-54,-59,-57,-29,-65
2020-06-09,23.2,44.4597431824791,65,33,58,28,26,-56,-62,-58,-29,-65
2020-06-10,22.4,49.1588069171004,72,37,39,22,26,-55,-60,-54,-25,-63
2020-06-11,17.2,70.3842485834959,71,32,28,15,26,-56,-61,-56,-26,-64
2020-06-12,17.8,53.6586214856268,53,31,27,11,27,-51,-59,-55,-22,-65
2020-06-13,19,56.20854806872,40,32,34,14,18,-22,-52,-55,-19,-63
2020-06-14,20.2,60.3182797510224,62,28,45,13,13,-14,-51,-57,-25,-64
2020-06-15,22.05,55.9964748840086,62,36,49,16,23,-51,-55,-47,-19,-58
2020-06-16,19.8,54.966420117928,83,42,51,20,24,-53,-57,-48,-19,-59
2020-06-17,21,52.3934882492358,87,42,44,17,25,-53,-57,-48,-19,-60
2020-06-18,22.3,48.2855519173727,83,39,36,17,25,-54,-58,-50,-21,-61
2020-06-19,21.9,48.5253267447804,69,34,36,17,24,-50,-56,-51,-19,-63
2020-06-20,25.1,48.3092181490175,54,33,35,16,17,-20,-50,-55,-19,-62
2020-06-22,16.3,81.3649863374547,88,25,31,22,23,-54,-57,-55,-28,-62
2020-06-23,21.2,50.6034429839953,65,30,32,22,24,-54,-59,-51,-27,-62
2020-06-24,19.1,61.7861164385133,70,28,32,22,25,-53,-57,-52,-23,-61
2020-06-25,19.8,62.158076357557,75,18,21,17,25,-53,-57,-53,-23,-61
2020-06-26,21.3,57.4657980159433,46,24,35,19,26,-49,-56,-50,-20,-62
2020-06-27,21.3,62.4768639605552,51,42,61,18,16,-20,-49,-51,-19,-62
2020-06-28,22.7,56.0821912649684,95,47,48,16,12,-11,-48,-53,-24,-63
2020-06-29,21.85,53.8623044054456,91,41,39,18,22,-50,-54,-49,-21,-56
2020-06-30,21.3,56.1413844839322,78,34,52,26,22,-51,-54,-45,-13,-52
2020-07-01,20.4,61.0429065007144,73,36,42,21,22,-51,-53,-46,-13,-52
2020-07-02,21.2,53.6015778265967,71,36,45,18,22,-52,-53,-45,-15,-53
2020-07-03,18.9,56.7150237033735,59,40,35,17,23,-48,-52,-48,-15,-56
2020-07-04,20.2,57.583635647937,64,36,41,16,15,-18,-45,-51,-16,-56
2020-07-05,19.1,67.0944602079645,76,28,44,14,11,-11,-44,-55,-22,-57
2020-07-06,17.6,78.2650353043336,68,29,39,23,21,-50,-51,-46,-20,-53
2020-07-07,21.9,48.509575691105,60,31,29,20,22,-52,-54,-45,-19,-53
2020-07-08,20.3,54.6584647477008,75,18,18,16,22,-51,-53,-46,-20,-52
2020-07-09,19.1,62.3337198923008,47,26,35,23,23,-51,-53,-49,-24,-54
2020-07-10,20.3,50.835491214079,58,29,34,23,23,-47,-51,-45,-17,-54
2020-07-11,19.7,60.5743074012691,54,23,26,15,14,-16,-44,-47,-17,-53
2020-07-12,23.7,49.2390717758033,53,17,36,14,11,-9,-43,-52,-24,-55
2020-07-13,19.1,61.3865968384588,43,24,41,20,20,-49,-51,-43,-20,-50
2020-07-14,22.4,46.4746065769413,52,28,44,22,21,-51,-52,-44,-19,-47
2020-07-15,21.5,55.293815372129,58,39,45,NaN,21,-49,-50,-42,-12,-44
2020-07-16,21.5,52.0653030006005,81,43,43,20,21,-50,-50,-41,-13,-46
2020-07-17,21.1,48.8728425588334,79,46,40,19,21,-46,-50,-44,-15,-50
2020-07-18,18.1,69.9730638830045,74,41,40,20,13,-15,-42,-45,-15,-49
2020-07-19,23.75,44.2241441594992,83,35,44,14,9,-8,-41,-48,-20,-49
2020-07-20,19.95,49.9999212384817,73,29,45,22,19,-48,-50,-42,-19,-47
2020-07-21,20.6,59.2293349966077,69,25,39,17,21,-50,-51,-40,-19,-46
2020-07-22,21.3,56.4925899303342,47,30,52,25,21,-49,-51,-41,-19,-47
2020-07-23,20.2,58.7253806125299,67,29,49,20,21,-49,-51,-41,-19,-48
2020-07-25,19.55,64.1256101408848,63,33,49,19,13,-16,-42,-45,-19,-50
2020-07-26,17.2,83.1859870034749,70,NaN,NaN,NaN,10,-10,-42,-51,-25,-51
2020-07-27,19.7,65.4281811380002,NaN,NaN,NaN,NaN,19,-48,-50,-40,-20,-48
2020-07-28,24.9,52.1672816651466,NaN,24,9,24,20,-49,-51,-40,-20,-47
2020-07-29,20.5,67.3009389969406,55,31,24,28,21,-50,-51,-44,-20,-46
2020-07-30,22.5,51.5924691836167,68,29,39,20,20,-50,-49,-42,-16,-44
2020-07-31,21.4,62.0547082233739,66,26,30,20,21,-46,-47,-45,-14,-46
2020-08-01,16.8,79.231813908245,57,27,29,22,12,-15,-39,-43,-10,-44
2020-08-02,18.1,76.1291251277446,68,19,28,14,9,-8,-37,-48,-17,-44
