date,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests
2020-02-15,1.7727289537911404,1.755064739270359,1.538712592777405,2.0584664495211413,32.43106057970484,0.0,0.0,0,0
2020-02-16,1.7654133387508977,1.752291128283959,1.478099465457662,1.989835636120483,0.4095128045018011,0.0,0.0,0,0
2020-02-17,1.7638544947730705,1.7532169453294681,1.507496590030094,1.9997977622393839,5.8069745625117895,0.0,0.0,0,0
2020-02-18,1.7585681427612385,1.7399839318411394,1.5180887329388872,1.9877486518185379,11.048136459978195,0.0,0.0,0,0
2020-02-19,1.755461430893522,1.7418229642814138,1.4943909757866511,1.9485146776109525,12.150820238481755,0.0,0.0,0,0
2020-02-20,1.7480020603398378,1.7360518091934334,1.541065233160919,1.983958091683706,12.780834414636997,0.0,0.0,0,0
2020-02-21,1.73823056542287,1.7242618600943826,1.5549064302019298,1.9669520900323747,14.25423379936865,2.0867146524884297,0.0,0,0
2020-02-22,1.7253101797448684,1.715844037828971,1.5079246556997115,1.9076791025310038,16.098406555690566,3.248562873828296,0.0,0,0
2020-02-23,1.714925129736322,1.7068844154962104,1.5146451954850297,1.9005153283948455,18.045358930798354,4.02513160707652,0.0,0,0
2020-02-24,1.7022506815527212,1.6945682188835667,1.4881982874905568,1.8699624856666666,20.157249910552515,4.81787554085506,0.0,0,0
2020-02-25,1.6874191754489187,1.6834483129158175,1.4919171298549758,1.8354495109275388,22.50579808756938,5.856395794904399,2.0477821212777774,1,78
2020-02-26,1.66856202439971,1.6665801961190971,1.5054506761988595,1.8308022942538988,25.107809923570567,6.778983799754017,0.0,0,0
2020-02-27,1.64684741450133,1.6468995443959367,1.4890786036346602,1.801070122951462,27.966267814626526,8.017392524516584,0.0,0,0
2020-02-28,1.6223078067046692,1.618530565057939,1.4478182320141224,1.7543234654772575,31.08405531362291,8.975590830581822,12.286692727666663,6,27
2020-02-29,1.5887393484395347,1.5869735885471656,1.4379486989748742,1.7195036302798585,34.45975846778218,10.153872536444966,0.0,0,0
2020-03-01,1.5553464163850073,1.5517692524856912,1.389781300250941,1.6715654773211113,38.084212228375584,11.608283291129801,0.0,0,0
2020-03-02,1.5141984445989178,1.5093750476257695,1.3731741100715955,1.6385514416665647,41.92223729685113,12.97188782024328,0.0,0,0
2020-03-03,1.4735808882395693,1.464566417997319,1.3467681849354913,1.5972725707521702,45.934057320122186,14.583676595878254,6.143346363833332,3,42
2020-03-04,1.428595844785683,1.4250166254413372,1.3027803239383147,1.5375267702125266,50.06254565181994,16.339922302774088,10.238910606388886,5,21
2020-03-05,1.3854880625023733,1.3810676012272318,1.2547211078249034,1.483209550378381,54.24409272419453,18.39029762566831,0.0,0,0
2020-03-06,1.3410450636617088,1.3383070805024655,1.221095128879429,1.4383216565803634,58.36696513492693,20.478128290970766,6.143346363833332,3,54
2020-03-07,1.2961336395647813,1.2931601317966768,1.197410977225709,1.407157882957821,62.45344756407157,22.80954613236496,8.19112848511111,4,28
2020-03-08,1.2503030843972216,1.2476104902549283,1.1474503188461036,1.3448842013803015,66.36627928134966,25.374906027234445,24.573385455333327,12,65
2020-03-09,1.207244923954844,1.2045823719371183,1.112868850158944,1.3072242558511442,70.02532382800624,28.15715701975305,24.573385455333327,12,114
2020-03-10,1.1621695140011417,1.160637589294677,1.0577018351017045,1.2469155152478557,73.355263191417,31.135905834662847,20.477821212777773,10,99
2020-03-11,1.122526947000269,1.1180980974806611,1.0302394238777675,1.2049894249667357,76.28947280921395,34.33702914797548,20.477821212777773,10,41
2020-03-12,1.0826280513912216,1.0793723065769285,1.0014478710818566,1.1761874661244938,78.75721218773029,37.685863244699206,30.716731819166657,15,123
2020-03-13,1.0479966883104357,1.047478616882136,0.9651315894461302,1.1374446555957347,80.71794448086469,41.16323196562937,30.716731819166657,15,125
2020-03-14,1.0147473101840176,1.0116264631210252,0.9384581748233031,1.100616819676614,82.14970062559237,44.754383010119646,63.4812457596111,31,106
2020-03-15,0.9852864786421042,0.9825909305848911,0.9092325264924567,1.0657127337305732,83.05251687427445,48.430768689831766,61.433463638333315,30,107
2020-03-16,0.958138429159484,0.9528809909209439,0.8831704998229435,1.0336743371434827,83.44324337233748,52.10882870650182,49.14677091066665,24,220
2020-03-17,0.9344429024337951,0.9319369863349127,0.8487692832759857,0.9926422913849446,83.34800548709704,55.75223898428361,57.33789939577776,28,122
2020-03-18,0.9122342676271467,0.9080330348132779,0.8307358616577952,0.9812996741153159,82.80475491713294,59.27957474220079,165.87035182349996,81,257
2020-03-19,0.8949844729279031,0.8949181852063433,0.8235565534877457,0.9639782112170509,81.85864845046858,62.66495174351276,99.1781836977253,54,450
2020-03-20,0.8794881380693935,0.87785230544387,0.807828788619815,0.9416928748057805,80.5545575575529,65.82853053766553,106.48467030644441,52,256
2020-03-21,0.8651345425537944,0.8646151493063685,0.7984453863860699,0.9329532637545522,78.95640822747642,68.73171137124778,102.38910606388886,50,343
2020-03-22,0.8536641395220618,0.8529222530104942,0.7841927881849969,0.9180800862914299,77.12940496556867,71.31362119533007,129.01027364049997,63,322
2020-03-23,0.8435601281454121,0.8426966815148867,0.7735976800157905,0.9048562844721433,75.11458065700359,73.55426535182977,69.62459212344443,34,108
2020-03-24,0.8335212686592803,0.8310429579511718,0.7686738272764292,0.8996892923723686,72.95525547078536,75.4138518157292,106.36500860335758,74,575
2020-03-25,0.8281120819065481,0.8280807056810918,0.761877887831501,0.8938687598482732,70.69337056655586,76.88633674079156,104.05815221541368,87,691
2020-03-26,0.8216780522371425,0.8215412063048892,0.7591976575932354,0.8848794377532754,68.35403065275896,77.95649862212704,68.04890348521572,55,668
2020-03-27,0.8159332269951247,0.8162075606134517,0.7613245928404382,0.8888348038795937,65.97954910216072,78.63689341827684,0.0,0,0
2020-03-28,0.8102080728537098,0.8096512350507012,0.7514158305521771,0.8766183252495121,63.60285515056748,78.93508879558333,162.44086962730387,91,463
2020-03-29,0.8062314888987178,0.8029018319309933,0.7496192782591353,0.8726431430247622,61.23244388489576,78.87909135636856,128.31271863480444,102,657
2020-03-30,0.8015660530640177,0.8004046295224498,0.7374087813730064,0.8591001616125079,58.874799936937656,78.47558823675344,95.08232950371895,65,565
2020-03-31,0.7962160565609109,0.7949550915244363,0.7396754482604126,0.8665732724199104,56.54533616228815,77.77165022555457,52.82351639095497,65,1017
2020-04-01,0.7918082918983772,0.7906166534062948,0.7196893536438647,0.8468642842451461,54.2543901170512,76.79528063156803,62.75981321335559,71,935
2020-04-02,0.7842265766722852,0.7836769350152053,0.7162146148500355,0.8408409072136723,51.99819195074649,75.58201327068646,80.88209581648015,261,2667
2020-04-03,0.7785775106064269,0.7775246515620353,0.7199506718896143,0.8367623806557942,49.776777362771256,74.15598626278623,49.992255197227394,124,2050
2020-04-04,0.7728941451703101,0.7716566408667476,0.7073375586085319,0.8262383928029738,47.58233027891096,72.56073250605431,41.49924000257714,83,1653
2020-04-05,0.766421549935953,0.7652280970078085,0.7016086944609083,0.8260583971448582,45.415796652585996,70.82209737946766,46.614165341664304,89,1578
2020-04-06,0.7591046469473093,0.7566098303197946,0.6958287314297454,0.8218451406111323,43.28895802315195,68.9693579428499,69.0869700680749,54,646
2020-04-07,0.7520510630429316,0.7476876477013688,0.6887414597280547,0.8072734668141541,41.20396962803054,67.03003750195607,37.37871244889145,36,796
2020-04-08,0.7454289365130444,0.7435909025774103,0.681590755244314,0.7980754105908969,39.15683522702065,65.02066424017083,39.27141903077676,66,1389
2020-04-09,0.7385112228396905,0.7386090530501908,0.6829533202380207,0.7948105676301978,37.14855182487191,62.96479544551366,31.938015359937307,90,2329
