date,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests
2020-02-18,1.9223494670223753,1.915768514214053,1.6684944547995515,2.1225749773525635,173.82007084271592,0.0,0.0,0,0
2020-02-19,1.9110465496176057,1.9050687212981487,1.6728735452732468,2.1094452718231644,2.4229467204816277,0.0,0.0,0,0
2020-02-20,1.894593241271826,1.886959914682155,1.667556167308079,2.091915579965028,34.360873542727845,0.0,0.0,0,0
2020-02-21,1.8796642344778371,1.8754552759510665,1.6871406831506055,2.0760411803465835,65.44930027708456,0.0,0.0,0,0
2020-02-22,1.8614071563414427,1.8514369906259953,1.6582637289621078,2.0359772421164304,72.59147382927105,0.0,0.0,0,0
2020-02-23,1.8417496147609194,1.8353402007230142,1.6468772282051158,2.01473165180222,77.79829486956292,0.0,0.0,0,0
2020-02-24,1.8216385848042835,1.815382748314719,1.6651241428612007,2.00135843285107,88.4735693033568,11.038269443368417,0.0,0,0
2020-02-25,1.796464033793098,1.7910921913983175,1.6329747449643752,1.9445289300173292,101.4391049082728,17.19867998752084,0.0,0,0
2020-02-26,1.76240448156536,1.7603831611618617,1.5934406830343286,1.8875864308451278,115.15062734838922,21.520027565561215,0.0,0,0
2020-02-27,1.7251817298288108,1.7189324742449568,1.5586342047763815,1.8516856259638337,130.07476973959018,26.2239763556719,0.0,0,0
2020-02-28,1.686431901356413,1.682070953183009,1.5651059003129166,1.8365472794612825,146.49292078164945,32.44456603098507,30.940525901069712,9,71
2020-02-29,1.644985020194885,1.645620809235648,1.5016053134799587,1.758428000859389,164.27709869571277,38.2332001996481,0.0,0,0
2020-03-01,1.5967649930465324,1.5949082534213948,1.4620846715595817,1.7150350956481304,183.28441173250363,45.9140358037415,130.63777602673878,38,54
2020-03-02,1.5472721942088055,1.5423297726121317,1.4279576911526213,1.6660618777203755,203.3827860458819,52.3622309056524,0.0,0,0
2020-03-03,1.4908110704335389,1.4846139483063499,1.3782024332452807,1.6109036051180592,224.30723358091606,60.24719107648241,3.4378362112299676,1,5
2020-03-04,1.4349147716595538,1.4350453003846715,1.3141632934156786,1.5362552963473577,245.70993206448725,69.86451489956879,13.75134484491987,4,13
2020-03-05,1.3767299754460247,1.373005920134403,1.2719422542132246,1.4670201417323163,267.11377018923736,79.26095873930592,0.0,0,0
2020-03-06,1.3212639122925018,1.3207082566806168,1.2172544121487887,1.4155630077883246,288.01826810659077,90.2323124763808,51.56754316844952,15,107
2020-03-07,1.265869126509312,1.261478704724313,1.1613381856928846,1.3523018809758112,307.93370077550384,102.19161422288218,72.19456043582933,21,83
2020-03-08,1.2125201648322053,1.2111432821682095,1.12060400288627,1.2996597154419898,326.391940264832,115.8676686882706,116.8864311818189,34,131
2020-03-09,1.161399746086176,1.1628069437523632,1.0721128348141016,1.2524034520792469,342.709205572422,129.82963343623027,0.0,0,0
2020-03-10,1.1162238094083228,1.1162978837065962,1.0331636217595834,1.2085350007817575,357.0316943233078,145.07375329076743,82.50806906951922,24,161
2020-03-11,1.072134264572897,1.0706135015615073,0.9877773375186636,1.149679176224304,368.6574266401917,161.4125637171082,165.01613813903845,48,57
2020-03-12,1.0302308139793261,1.0276427160881747,0.948564900916623,1.1040505053294063,377.4983483492281,178.59042969476968,96.25941391443911,28,159
2020-03-13,0.9937887488104105,0.994826873393754,0.9054609347985946,1.0557983106023405,383.54817215439556,196.33072267963755,405.66467292513624,118,103
2020-03-14,0.9608816314889307,0.9605275581191297,0.8858210812032414,1.0342329537889998,386.7152114338548,214.59646000067815,0.0,0,0
2020-03-15,0.9320036887233789,0.9306459464743349,0.8499954100099723,0.9968949102981859,387.08768346076255,232.81779904509168,185.64315540641826,54,158
2020-03-16,0.9076451536836387,0.9081830322766405,0.8309387876806468,0.9773893483058981,384.90691678401333,250.73502780841395,383.90342064500027,183,548
2020-03-17,0.8869089316271181,0.8868503696577734,0.8176168666257735,0.9540066972842084,380.46510022077524,268.13257932257477,458.5159399042532,207,519
2020-03-18,0.8694017213146636,0.8675676856049652,0.8066167649044272,0.9408836032902457,374.10145681546885,284.7612613098175,524.6673546843354,293,642
2020-03-19,0.8529349743151883,0.8494601894869682,0.780380750173408,0.9086973465275868,366.16483129167665,300.13908801684664,0.0,0,0
2020-03-20,0.8378117544461305,0.8335202339373258,0.7693188696993716,0.8946570420972674,356.98492087743426,314.089283423378,542.110815159766,514,1090
2020-03-21,0.8254926269825602,0.82240288535448,0.755595803572059,0.8838281213968754,346.803634077882,326.2521669197026,426.291690192516,124,309
2020-03-22,0.8164512632325126,0.8145681561697498,0.7456852931842001,0.8708373632045564,335.7913000004777,336.6182293664263,384.03269251017093,309,925
2020-03-23,0.8085360351657662,0.8061824642793018,0.7426321303978423,0.8649447663790696,324.16787846097463,344.9416452153958,590.3415176127223,209,407
2020-03-24,0.8030114299408698,0.8025818251684613,0.742279461132281,0.8640050177940444,312.2086589441805,351.2346294854986,393.7752917845055,298,870
2020-03-25,0.7986700581407097,0.7989375162776886,0.7379262185720805,0.8621096319962889,300.12779045109477,355.41595426109643,493.1355074481604,317,739
2020-03-26,0.7945939881416691,0.795420312181928,0.732288972442507,0.8501700373118448,288.0888447180901,357.62817565167114,419.20354334414577,295,809
2020-03-27,0.7935952367384073,0.7927019049806574,0.7374531316645223,0.8560507034881102,276.22613392251105,357.90123955644475,388.3203531988401,253,749
2020-03-28,0.792218607547224,0.7904125155585657,0.7297148304924398,0.847784835348583,264.61394649331396,356.4182122996045,368.72018512255346,297,926
2020-03-29,0.7897554764842432,0.7888328259094293,0.728940718836577,0.8556015019294066,253.34659081434273,353.2825770702284,241.51521618388685,275,1309
2020-03-30,0.7899974057883309,0.788563703811959,0.72388557629824,0.8448434253494476,242.4833328025208,348.711441817577,409.63201494361317,217,609
2020-03-31,0.7886501768375083,0.7869920886131785,0.7336655136524823,0.8554602206841926,231.9931656068824,342.8585707045234,310.56845957109556,305,1129
2020-04-01,0.7896016752428782,0.7897604356031667,0.7321014839282026,0.8532252099230266,221.8971841369093,335.954045872066,236.3861701470178,256,1245
2020-04-02,0.7889272638606443,0.7884327379980252,0.7338652875060283,0.856455157473601,212.21003863737764,328.0851072163938,314.3471485643402,280,1024
2020-04-03,0.7881986654487944,0.7856509138283174,0.7264835147492107,0.8490694475250726,202.93704552360893,319.52318663881675,286.22619035768355,304,1221
2020-04-04,0.7867078335288036,0.7864967325958758,0.7214592339848288,0.8448974668779841,194.06455294668024,310.4175544237001,322.37808856545485,477,1701
2020-04-05,0.7855509513050236,0.7850270696787434,0.7171015339678567,0.8421781457060286,185.54854388070765,300.9351903807776,552.7481882269057,213,443
2020-04-06,0.7841201444901025,0.7804370510904429,0.7113347760082231,0.8403929207702853,177.3536177660572,291.1588525953428,249.91574544245682,195,897
2020-04-07,0.7794524776389286,0.777509653153089,0.7103908019247048,0.835720026911459,169.46413186226388,281.26195909954987,160.69851158557975,195,1395
