date, pm25, pm10, o3, no2
2019-10-06,59,18,66,12
2019-10-07,48,14,36,13
2019-10-08,31,12,22,15
2019-10-09,28,16,54,17
2019-10-10,42,20,37,15
2019-10-11,53,22,43,20
2019-10-12,52,18,48,14
2019-10-13,45,21,61,14
2019-10-14,59,21,51,17
2019-10-15,41,28,69,20
2019-10-16,57,19,12,18
2019-10-17,49,9,2,18
2019-10-18,31,12,24,18
2019-10-19,32,12,35,13
2019-10-20,32,6,20,10
2019-10-21,17,12,36,20
2019-10-22,26,20,26,19
2019-10-23,50,19,38,18
2019-10-24,50,20,36,23
2019-10-25,53,28,30,23
2019-10-26,79,18,37,18
2019-10-27,54,23,77,16
2019-10-28,71,33,67,31
2019-10-29,88,29,42,26
2019-10-30,74,28,37,28
2019-10-31,77,16,22,19
2019-11-01,43,27,47,23
2019-11-02,66,24,19,21
2019-11-03,60,13,37,14
2019-11-04,42,29,55,23
2019-11-05,73,25,43,23
2019-11-06,64,17,41,18
2019-11-07,45,21,43,20
2019-11-08,45,18,40,16
2019-11-09,40,14,37,15
2019-11-10,32,18,50,17
2019-11-11,50,27,44,22
2019-11-12,63,19,42,17
2019-11-13,46,12,27,13
2019-11-14,23,18,38,22
2019-11-15,35,28,48,22
2019-11-16,68,37,38,29
2019-11-17,84,22,61,16
2019-11-18,59,16,46,14
2019-11-19,44,32,61,24
2019-11-20,77,33,36,25
2019-11-21,71,42,44,31
2019-11-22,85,35,45,27
2019-11-23,66,30,55,22
2019-11-24,59,31,48,18
2019-11-25,71,30,52,23
2019-11-26,67,27,17,24
2019-11-27,60,39,66, 
2019-11-28,75,31,37, 
2019-11-29,58,28,47, 
2019-11-30,55,36,60, 
2019-12-01,73,26,46, 
2019-12-02,49,34,50, 
2019-12-03,72,34,45,27
2019-12-04,68,32,67,28
2019-12-05,62,35,60,32
2019-12-06,62,30,34,26
2019-12-07,47,34,53,29
2019-12-08,69,40,82,24
2019-12-09,84,33,56,30
2019-12-10,58,40,66,30
2019-12-11,73,44,49, 
2019-12-12,92,38,35,28
2019-12-13,80,30,37,23
2019-12-14,58,33,56,24
2019-12-15,66,40,82,23
2019-12-16,85,34,54,26
2019-12-17,69,40,47,25
2019-12-18,78,59,31,34
2019-12-19,120,61,73,36
2019-12-20,128,51,29,41
2019-12-21,108,44,35,25
2019-12-22,95,40,13,20
2019-12-23,94,40,57,21
2019-12-24,94,26,30,20
2019-12-25,61,33,67,14
2019-12-26,87,29,50,23
2019-12-27,66,43,68,25
2019-12-28,91,29,17,18
2019-12-29,75, , , 
2019-07-02,30,14,34,19
2019-07-03,37,18,45,19
2019-07-04,41,31,63,18
2019-07-05,71,31,74,19
2019-07-06,68,23,47,14
2019-07-07,51,22,81,10
2019-07-08,55,23,60,18
2019-07-09,52,26,80,20
2019-07-10,61,21,36,15
2019-07-11,52,28,30,31
2019-07-12,69,20,39,23
2019-07-13,60,18,67,19
2019-07-14,54, , , 
2019-07-19,79,15,52,17
2019-07-20,46,26,82,15
2019-07-21,61,13,18,14
2019-07-22,39,20,61,17
2019-07-23,52,20,51,16
2019-07-24,52,20,38,20
2019-07-25,52,19,30,22
2019-07-26,54,18,31,18
2019-07-27,50,16,67,15
2019-07-28,45,16,59,10
2019-07-29,41,17,49,14
2019-07-30,41,27,62,17
2019-07-31,53,31,57,17
2019-08-01,65,22,59,13
2019-08-02,45,27,77,19
2019-08-03,54,19,78,14
2019-08-04,48,24,76,10
2019-08-05,65,20,41,18
2019-08-06,58,19,49,20
2019-08-07,54,16,30,20
2019-08-08,45,15,57,17
2019-08-09,45,26,60,16
2019-08-10,63,14,23,11
2019-08-11,38,15,58,12
2019-08-12,45,12,50,14
