date, pm25, o3, no2
2017-03-03,77,60,18
2017-03-02,76,72,18
2017-03-01, ,69,18
2017-02-28,70, , 
2017-02-27,60,7,28
2017-02-26,82,54,23
2017-02-25,50,88,31
2017-02-24,54,74,28
2017-02-23,65,51,25
2017-02-22,77,89,31
2017-02-21,32,72,26
2017-02-20,42,36,11
2017-02-19,73,51,17
2017-02-18,40,61,25
2017-02-17,55,35,11
2017-02-16,52,35,13
2017-02-15,75,41,23
2017-02-14,75,63,30
2017-02-13,71,73,27
2017-02-12,65,82,29
2017-02-11,80,81,30
2017-02-10,41,87,38
2017-02-09,70,37,20
2017-02-08,81,82,32
2017-02-07,68,89,33
2017-02-06,66,66,20
2017-02-05,74,77,18
2017-02-04,66,66,19
2017-02-03,74,73,25
2017-02-02,80,70,29
2017-02-01,95,64,31
2017-01-31, ,91,35
2017-01-30, ,81,33
2017-01-29,59,63,25
2017-01-28,69,28,34
2017-01-27,87,40,35
2017-01-26,64,88,38
2017-01-25,70,60,33
2017-01-24,55,55,31
2017-01-23,60,61,36
2017-01-22,38,75,28
2017-01-21,39,46,19
2017-01-20,60,28,19
2017-01-19,66,42,27
2017-01-18,70,20,40
2017-01-17,69,26,34
2017-01-16,69,61,30
2017-01-15,79,82,26
2017-01-14,63,59,32
2017-01-13,70,21,35
2017-01-12,71,65,37
2017-01-11,70,62,35
2017-01-10,107,53,40
2017-01-09,110,37,37
2017-01-08,87,29,31
2017-01-07,79,61,35
2017-01-06,65,85,42
2017-01-05,65,42,35
2017-01-04,78,40,34
2017-01-03,55,69,35
2017-01-02,97,43,26
2017-01-01,54,62,17
2016-12-31,36,47,21
2016-12-30,55,25,23
2016-12-29,54,30,21
2016-12-28,70,48,25
2016-12-27,67,53,30
2016-12-26,112,52,28
2016-12-25,79,76,25
2016-12-24,69,63,29
2016-12-23,64,50,31
2016-12-22,51,44,29
2016-12-21,44,33,24
2016-12-20,70,37,19
2016-12-19,66,11,19
2016-12-18,58,62,17
2016-12-17,61,40,23
2016-12-16,70,42,28
2016-12-15,60,29,27
2016-12-14,73,66,35
2016-12-13,68,72,33
2016-12-12,50,61,26
2016-12-11,35,46,21
2016-12-10,51,27,17
2016-12-09,70,27,20
2016-12-08,53,79,28
2016-12-07,28,43,27
2016-12-06,17,37,24
2016-12-05,28,20,12
2016-12-04,51,22,14
2016-12-03,57,40,20
2016-12-02,47,11,31
2016-12-01,47,40,21
2016-11-30,47,51,28
2016-11-29,46,35,22
2016-11-28,80,32,27
2016-11-27,61,64,25
2016-11-26,95,34,20
2016-11-25,72,41,37
2016-11-24,65,54,40
2016-11-23,61,48,27
2016-11-22,46,50, 
2016-11-21,23,46, 
2016-11-20,41,31, 
2016-11-19, ,19, 
2016-11-12,110, , 
2016-11-11,51,2, 
2016-11-10,49,9, 
2016-11-09,72,14,23
2016-11-08,53,43,26
2016-11-07,56,43,21
2016-11-06,32,47,17
2016-11-05,28,7,18
2016-11-04,45,17,16
2016-11-03,54,27,17
2016-11-02,53,52,17
2016-11-01,47,58,28
2016-10-31,40,25,33
2016-10-30,39,46,17
2016-10-29,31,46,18
2016-10-28, ,22,22
