date, pm25, o3, no2
2019-01-01, ,74,20
2019-02-24, ,39,16
2019-02-25, ,47,21
2019-02-26, ,40,19
2019-02-27, ,39,20
2019-02-28, ,56,23
2019-03-01, ,10,27
2019-03-03, ,63,16
2019-03-04, ,33,22
2019-03-05, ,50,19
2019-03-06, ,39,19
2019-03-07, ,54,17
2019-03-08, ,40,16
2019-03-09, ,52,17
2019-03-10, ,44,17
2019-03-11, ,50,16
2019-03-12, ,36,17
2019-03-13, ,39,12
2019-03-14, ,47,16
2019-03-15, ,42,18
2019-03-16, ,33,17
2019-03-17, ,49,19
2019-03-18, ,31,12
2019-03-19, ,31,15
2019-03-20, ,42,15
2019-03-21, ,36,17
2019-03-22, ,33,16
2019-03-23, ,42,15
2019-03-24, ,61,14
2019-03-25, ,40,17
2019-03-26, ,39,19
2019-03-27, ,36,19
2019-03-28, ,47,21
2019-03-29, ,54,23
2019-03-30, ,55,20
2019-03-31, ,51,18
2018-11-07, ,33,20
2018-11-08, ,48,22
2018-09-03, ,65,24
2018-01-08, ,11,23
2017-10-20, ,65,30
2017-10-21, ,73,21
2017-10-22, ,38,15
2017-10-23, ,26,15
2017-10-24, ,31,14
2017-10-25, ,44,14
2017-10-26, ,87,27
2017-10-27, ,70,27
2017-10-28, ,65,19
2017-10-29, ,76,16
2017-10-30, ,70,19
2017-10-31, ,52, 
2017-11-01, ,23,24
2017-11-02, ,57,22
2017-11-03, ,39,21
2017-11-04, ,42,24
2017-11-05, ,72,28
2017-11-06, ,69,31
2017-11-07, ,40,30
2017-11-08, ,29,50
2017-11-09, ,43,38
2017-11-10, ,54,25
2017-11-11, ,51,21
2017-11-12, ,47,19
2017-11-13, ,30,13
2017-12-05, ,70,38
2017-08-01, ,78,17
2017-08-02, ,70,17
2017-09-10, ,22,11
2017-04-04, ,65,11
2017-05-04, ,70,24
2017-05-08, ,67,19
2017-05-10, ,93,26
2017-05-11, ,81,20
2017-05-14, ,83,19
2017-05-15, ,114,25
2017-05-16, ,119,21
2017-05-17, ,113,20
2017-05-18, ,108,21
2017-05-19, ,20,27
2017-05-20, ,107,16
2017-05-25, ,65,19
2017-05-26, ,93,24
2017-05-27, ,91,18
2017-05-29, ,69,17
2017-05-30, ,58,16
2017-03-30, ,55,13
2016-12-03, ,36,15
