date, pm25, o3
2016-10-06,28,46
2016-10-07,42,45
2016-10-08,42,57
2016-10-09,47,58
2016-10-10,45,43
2016-10-11,47,27
2016-10-12,29,35
2016-10-13,20,38
2016-10-14,45,36
2016-10-15,38,33
2016-10-16,39,23
2016-10-17,11,26
2016-10-18,11,35
2016-10-19,25,49
2016-10-20,52,42
2016-10-21,40,47
2016-10-22,40,45
2016-10-23,51,34
2016-10-24,59,25
2016-10-25,59,30
2016-10-26,36,32
2016-10-27,56,18
2016-10-28,65,40
2016-10-29,56,33
2016-10-30,57,26
2016-10-31,42,31
2016-11-01,10,31
2016-11-02,34,34
2016-11-03,41,40
2016-11-04,54,42
2016-11-05,58,51
2016-11-06,59,43
2016-11-07,57,33
2016-11-08,54,44
2016-11-09,53,39
2016-11-10,24,39
2016-11-11,14,40
2016-11-12,27,41
2016-11-13,49,43
2016-11-14,48,40
2016-11-15,42,35
2016-11-16,68,33
2016-11-17,59,35
2016-11-18,43,35
2016-11-19,28,27
2016-11-20,53,32
2016-11-21,49,31
2016-11-22,17,32
2016-11-23,32,31
2016-11-24,47,39
2016-11-25,34,37
2016-11-26,35,35
2016-11-27,32,33
2016-11-28,10,32
2016-11-29,18,30
2016-11-30,22,27
2016-12-01,24,28
2016-12-02,45,31
2016-12-03,44,31
2016-12-04,41,35
2016-12-05,44,24
2016-12-06,65,30
2016-12-07,52,31
2016-12-08,48,34
2016-12-09,68,26
2016-12-10,63,24
2016-12-11,48,24
2016-12-12,44,24
2016-12-13,45,22
2016-12-14,59,22
2016-12-15,81,16
2016-12-16,90,32
2016-12-17,25,34
2016-12-18,33,35
2016-12-19,27,36
2016-12-20,19,33
2016-12-21,33,20
2016-12-22,31,25
2016-12-23,23,26
2016-12-24,28,35
2016-12-25,22,32
2016-12-26,27,33
2016-12-27,25,31
2016-12-28,22,25
2016-12-29,28,33
2016-12-30,31,23
2016-12-31,46,32
2017-01-01,30,33
2017-01-02,38,29
2016-07-02,74,36
2016-07-06,26,38
2016-07-07,37,37
2016-07-08,48,37
2016-07-09,50,41
2016-07-10,44,36
2016-07-11,48,28
2016-07-12,58,38
2016-07-13,63,45
2016-07-14,61,44
2016-07-15,54,37
2016-07-16,61,40
2016-07-17,53,37
2016-07-18,50,40
2016-07-19,49,38
2016-07-20,50,42
2016-07-21,56,46
2016-07-22,62,45
2016-07-23,69,47
2016-07-24,72,31
2016-07-25,60,28
2016-07-26,62,33
2016-07-27,54,36
2016-07-28,48,34
2016-07-29,45,34
2016-07-30,47,28
2016-07-31,41,30
2016-08-01,44,28
2016-08-02,39,28
2016-08-03,30,27
2016-08-04,43,34
2016-08-05,46,39
2016-08-06,49,36
2016-08-07,45,40
2016-08-08,50,39
2016-08-09,58,40
2016-08-10,63,43
2016-08-11,54,41
2016-08-12,57,36
2016-08-13,45,37
2016-08-14,40,38
2016-08-15,44,42
2016-08-16,55,42
2016-08-17,53,42
2016-08-18,64,44
2016-08-24,48,34
2016-08-25,50,35
2016-08-26,56,33
2016-08-27,53,38
2016-08-28,45,38
2016-08-29,43,38
2016-08-30,54,51
2016-08-31,62,51
2016-09-01,59,32
2016-09-02,61,33
2016-09-03,51,31
2016-09-04,55,32
2016-09-05,49,33
2016-09-06,55,38
2016-09-07,61,41
2016-09-08,60,36
2016-09-09,55,39
2016-09-10,51,43
2016-09-11,57,38
2016-09-12,55,25
2016-09-13,48,27
2016-09-14,37,36
2016-09-15,40,38
2016-09-16,48,42
2016-09-17,57,41
2016-09-18,56,46
2016-09-19,73,32
2016-09-20,71,13
2016-09-21,51,33
2016-09-22,52,31
2016-09-23,60,41
2016-09-24,72,59
2016-09-25,67,45
2016-09-26,44,39
2016-09-27,39,35
2016-09-28,22,45
2016-09-29,37,45
2016-09-30,41,42
2016-10-01,47,40
2016-04-02,59,44
2016-04-03,63,43
2016-04-04,64,41
2016-04-05,59,45
2016-04-06,60,41
2016-04-07,72,29
2016-04-08,60,32
2016-04-09,49,25
2016-04-10,41,37
2016-04-11,21,36
2016-04-12,38,34
2016-04-13,39,36
2016-04-14,47,39
2016-04-15,58,46
2016-04-16,56,47
2016-04-17,39,53
2016-04-18,41,53
2016-04-19,44,62
2016-04-20,56,55
2016-04-21,48,40
2016-04-22,51,33
2016-04-23,30,45
2016-04-24,32,42
2016-04-25,59,43
2016-04-26,53,44
2016-04-27,55,39
2016-04-28,62,40
2016-04-29,50,39
2016-04-30,45,38
2016-05-01,39,41
2016-05-02,52,38
2016-05-03,58,40
2016-05-04,60,39
2016-05-05,57,33
2016-05-06,38,31
2016-05-07,30,33
2016-05-08,28,33
2016-05-09,26,31
2016-05-10,34,39
2016-05-11,26,37
2016-05-12,40,45
2016-05-13,57,43
2016-05-14,54,32
2016-05-15,46,28
2016-05-16,30,29
2016-05-17,36,29
2016-05-18,33,41
2016-05-19,44,39
2016-05-20,58,36
2016-05-21,46,31
2016-05-22,26,35
2016-05-23,34,29
2016-05-24,34,26
2016-05-25,26,30
2016-05-26,20,30
2016-05-27,43,37
2016-05-28,51,38
2016-05-29,51,35
2016-05-30,37,37
2016-05-31,37,36
2016-06-01,47,37
2016-06-02,61,52
2016-06-03,62,57
2016-06-04,64,44
2016-06-05,63,40
2016-06-06,54,33
2016-06-07,47,31
2016-06-08,40,33
2016-06-09,47,30
2016-06-10,52,30
2016-06-11,48,26
2016-06-12,38,35
2016-06-13,36,35
2016-06-14,42,37
2016-06-15,49,35
2016-06-16,57,36
2016-06-17,57,49
2016-06-18,73,45
2016-06-19,100,66
2016-06-20,83,66
2016-06-21,74,27
2016-06-22,68,30
2016-06-23,64,33
2016-06-24,59,28
2016-06-25,64,39
2016-06-26,69,38
2016-06-27,61,35
2016-06-28,68,44
2016-06-29,55,37
2016-06-30,58,33
2016-07-01,68,27
2016-01-05,13,33
2016-01-06,12,31
2016-01-07,23,35
2016-01-08,18,31
2016-01-09,28,33
2016-01-10,41,28
2016-01-11,49,31
2016-01-12,36,33
2016-01-13,31,20
2016-01-14,42,32
2016-01-15,56,27
2016-01-16,55,29
2016-01-17,59,32
2016-01-18,75,28
2016-01-19,58,21
2016-01-20,40,22
2016-01-21,46,18
2016-01-22,31,22
2016-01-26,67,31
2016-01-27,39,30
2016-01-28,26,28
2016-01-29,48,33
2016-01-30,70,26
2016-01-31,65,35
2016-02-01,21,34
2016-02-02,30,34
2016-02-03,35,31
2016-02-04,37,27
2016-02-05,33,32
2016-02-06,22,36
2016-02-07,21,40
2016-02-08,26,34
2016-02-09,18,34
2016-02-10,26,38
2016-02-11,40,37
2016-02-12,50,47
2016-02-13,54,53
2016-02-14,108,65
2016-02-15,75,41
2016-02-16,36,40
2016-02-17,40,34
2016-02-18,51,28
2016-02-19,37,34
2016-02-20,50,44
2016-02-21,46,43
2016-02-22,65,50
2016-02-23,62,41
2016-02-24,41,38
2016-02-25,28,45
2016-02-26,47,51
2016-02-27,60,49
2016-02-28,61,52
2016-02-29,69,52
2016-03-01,98,57
2016-03-02,99,41
2016-03-03,81,31
2016-03-04,64,31
2016-03-05,48,33
2016-03-06,35,37
2016-03-07,19,36
2016-03-08,23,37
2016-03-09,23,40
2016-03-10,38,33
2016-03-11,49,34
2016-03-12,50,35
2016-03-13,29,38
2016-03-14,32,32
2016-03-15,26,37
2016-03-16,39,48
2016-03-17,62,51
2016-03-18,63,43
2016-03-19,59,41
2016-03-20,53,42
2016-03-21,59,29
2016-03-22,46,41
2016-03-23,39,39
2016-03-24,44,41
2016-03-25,46,47
2016-03-26,47,41
2016-03-27,57,38
2016-03-28,70,39
2016-03-29,50,37
2016-03-30,31,35
2016-03-31,31,39
2016-04-01,36,38
2015-10-02,60,28
2015-10-03,48,38
2015-10-04,55,33
2015-10-05,31,34
2015-10-06,22,39
2015-10-07,53,41
2015-10-08,54,40
2015-10-09,61,44
2015-10-10,49,45
2015-10-11,41,47
2015-10-12,49,27
2015-10-13,66,22
2015-10-14,55,28
2015-10-15,47,21
2015-10-16,17,22
2015-10-17,22,32
2015-10-18,27,30
2015-10-19,25,27
2015-10-20,34,38
2015-10-21,34,39
2015-10-22,51,36
2015-10-23,57,26
2015-10-24,50, 
2015-10-27,64,47
2015-10-28,59,34
2015-10-29,80,39
2015-10-30,37,38
2015-10-31,40,43
2015-11-01,40,59
2015-11-02,52,31
2015-11-03,43,31
2015-11-04,17,34
2015-11-05,20,36
2015-11-06,31,31
2015-11-07,37,36
2015-11-08,26,45
2015-11-09,30,34
2015-11-10,43,34
2015-11-11,22,37
2015-11-12,33,32
2015-11-13,31,33
2015-11-14,29,40
2015-11-15,40,41
2015-11-16,34,33
2015-11-17,27,29
2015-11-18,36,26
2015-11-19,43,30
2015-11-20,37,24
2015-11-21,55, 
2015-11-24,47,29
2015-11-25,51,34
2015-11-26,17,31
2015-11-27,21,31
2015-11-28,21,36
2015-11-29,23,38
2015-11-30,22,31
2015-12-01,24,25
2015-12-02,53,30
2015-12-03,28,31
2015-12-04,37,28
2015-12-05,43,31
2015-12-06,33,33
2015-12-07,37,22
2015-12-08,58,27
2015-12-09,61,29
2015-12-10,64,27
2015-12-11,72,31
2015-12-12,30,32
2015-12-13,31,32
2015-12-14,44,33
2015-12-15,19,26
2015-12-16,41,25
2015-12-17,30,21
2015-12-18,49,23
2015-12-19,54,31
2015-12-20,41,31
2015-12-21,16,28
2015-12-22,42,26
2015-12-23,19,30
2015-12-24,29,32
2015-12-25,31,33
2015-12-26,26,32
2015-12-27,15,32
2015-12-28,21,29
2015-12-29,39,29
2015-12-30,33,30
2015-12-31,41,30
2016-01-01,32, 
2016-01-03,36,35
2016-01-04,46,34
2015-07-02,62,26
2015-07-03,49,31
2015-07-04,40,28
2015-07-05,31,30
2015-07-06,25,27
2015-07-07,24,30
2015-07-08,31,30
2015-07-09,43,23
2015-07-10,34,25
2015-07-14,59,29
2015-07-15,54,31
2015-07-16,49,36
2015-07-17,45,42
2015-07-18,40,21
2015-07-19,39,20
2015-07-20,39,19
2015-07-21,24,19
2015-07-22,13,25
2015-07-23,15,26
2015-07-24,18,31
2015-07-25,39,30
2015-07-26,38,25
2015-07-27,44,30
2015-07-28,38,36
2015-07-29,46,40
2015-07-30,51,38
2015-07-31,47,34
2015-08-01,47,35
2015-08-02,47,36
2015-08-03,50,33
2015-08-04,52,36
2015-08-05,54,32
2015-08-06,52,33
2015-08-07,42,35
2015-08-08,55,38
2015-08-09,42,36
2015-08-10,48,33
2015-08-11,42,36
2015-08-12,40,39
2015-08-13,39,38
2015-08-14,48,42
2015-08-15,55,45
2015-08-16,56,47
2015-08-17,68,27
2015-08-18,61,30
2015-08-19,59,38
2015-08-20,63,32
2015-08-21,56,40
2015-08-22,58,43
2015-08-23,64,45
2015-08-24,56,41
2015-08-25,56,28
2015-08-26,66,46
2015-08-27,74,35
2015-08-28,65,45
2015-08-29,66,37
2015-08-30,54,27
2015-08-31,37,29
2015-09-01,49,34
2015-09-02,57,38
2015-09-03,51,35
2015-09-04,37,37
2015-09-05,36,40
2015-09-06,41,41
2015-09-07,48,46
2015-09-08,54,38
2015-09-09,65,42
2015-09-10,76,34
2015-09-11,59,38
2015-09-12,62,39
2015-09-13,52,33
2015-09-14,37,25
2015-09-15,38,16
2015-09-16,18,30
2015-09-17,20,34
2015-09-18,27,42
2015-09-19,46,44
2015-09-20,50,62
2015-09-21,48,37
2015-09-22,60,37
2015-09-23,51,32
2015-09-24,60,44
2015-09-25,79,48
2015-09-26,61,44
2015-09-27,55,44
2015-09-28,62,36
2015-09-29,62,30
2015-09-30,65,36
2015-10-01,67,30
2015-04-02,71,43
2015-04-03,65,43
2015-04-04,49,50
2015-04-05,51,54
2015-04-06,53,44
2015-04-07,29,42
2015-04-08,19,43
2015-04-09,20,44
2015-04-10,38,46
2015-04-11,39,50
2015-04-12,34,52
2015-04-13,47,45
2015-04-14,51,49
2015-04-15,53,58
2015-04-16,62,57
2015-04-17,41,54
2015-04-18,59,60
2015-04-19,54,50
2015-04-20,56,50
2015-04-21,54,42
2015-04-22,43,43
2015-04-23,43,33
2015-04-24,36,33
2015-04-25,31,36
2015-04-26,29,45
2015-04-27,43,55
2015-04-28,48,53
2015-04-29,52,52
2015-04-30,60,53
2015-05-01,75,41
2015-05-02,72,42
2015-05-03,61,41
2015-05-04,55,39
2015-05-05,37,42
2015-05-06,30,39
2015-05-07,32,39
2015-05-08,37,37
2015-05-09,37,36
2015-05-10,40,40
2015-05-11,47,46
2015-05-12,57,41
2015-05-13,59,41
2015-05-14,51,38
2015-05-15,28,45
2015-05-16,19,38
2015-05-17,28,42
2015-05-18,38,42
2015-05-19,30,40
2015-05-20,32,38
2015-05-21,31,37
2015-05-22,21,36
2015-05-23,18,36
2015-05-24,19,43
2015-05-25,37,36
2015-05-26,38,34
2015-05-27,29,37
2015-05-28,27,40
2015-05-29,40,46
2015-05-30,59,48
2015-05-31,61,47
2015-06-01,61,42
2015-06-02,47,32
2015-06-03,43,32
2015-06-04,39,31
2015-06-05,40,35
2015-06-06,29,41
2015-06-07,29,44
2015-06-08,40,48
2015-06-09,51,36
2015-06-10,57,33
2015-06-11,46,33
2015-06-12,27,32
2015-06-13,36,30
2015-06-14,30,35
2015-06-15,24,44
2015-06-16,44,45
2015-06-17,62,41
2015-06-18,71,49
2015-06-19,59,51
2015-06-20,66,39
2015-06-21,61,37
2015-06-22,62,38
2015-06-23,58,41
2015-06-24,58,35
2015-06-25,59,36
2015-06-26,56,34
2015-06-27,51,26
2015-06-28,47,26
2015-06-29,41,25
2015-06-30,42,34
2015-07-01,53,34
2015-02-14,23,40
2015-02-15,26,43
2015-02-16,36,49
2015-02-17,49,44
2015-02-18,66,36
2015-02-19,79,40
2015-02-20,82,42
2015-02-21,95,35
2015-02-22,47,35
2015-02-23,24,32
2015-02-24,25,36
2015-02-25,29,28
2015-02-26,41,37
2015-02-27,55,38
2015-02-28,48,38
2015-03-01,17,35
2015-03-02,9,36
2015-03-03,17,33
2015-03-05,30,38
2015-03-06,27,39
2015-03-07,38,38
2015-03-08,33,45
2015-03-09,45,44
2015-03-10,59,38
2015-03-11,68,42
2015-03-12,75,45
2015-03-13,55,40
2015-03-14,42,42
2015-03-15,30,47
2015-03-16,31,46
2015-03-17,30,46
2015-03-18,56,46
2015-03-19,62,37
2015-03-20,53,41
2015-03-21,63,44
2015-03-22,74,50
2015-03-23,50,43
2015-03-24,36,37
2015-03-25,49,40
2015-03-26,64,51
2015-03-27,51,44
2015-03-28,55,48
2015-03-29,59,49
2015-03-30,62,45
2015-03-31,65,44
2015-04-01,63,39
2020-02-27, ,32
2020-02-28, ,33
2020-02-29, ,35
2020-01-01, ,32
2019-12-16, ,33
2019-12-17, ,38
2019-08-15, ,39
2019-08-16, ,37
2019-05-07, ,30
2019-05-08, ,28
2019-05-12, ,33
2019-05-13, ,34
2019-05-14, ,35
2019-05-17, ,34
2019-05-18, ,37
2019-05-19, ,33
2019-05-20, ,36
2019-05-21, ,33
2019-05-22, ,33
2019-05-23, ,29
2019-01-01, ,30
2018-10-25, ,41
2018-10-26, ,45
2018-01-14, ,36
2018-01-15, ,31
2018-01-16, ,31
2018-03-08, ,38
2018-03-09, ,28
2017-08-13, ,42
2017-08-15, ,22
2017-09-09, ,30
2017-05-06, ,37
2017-05-07, ,34
2017-05-08, ,41
2017-05-09, ,32
2017-05-10, ,33
2017-05-19, ,43
2017-05-20, ,61
2017-05-21, ,48
2017-05-22, ,40
2017-06-16, ,51
2017-06-17, ,43
2017-06-18, ,41
2017-06-19, ,38
2016-07-03, ,33
2016-07-04, ,33
2016-07-05, ,36
2016-08-19, ,38
2016-08-20, ,36
2016-08-21, ,35
2016-08-22, ,33
2016-08-23, ,38
2016-01-23, ,26
2016-01-24, ,34
2016-01-25, ,27
2015-10-26, ,42
2015-11-23, ,37
2016-01-02, ,35
2015-07-11, ,28
2015-07-12, ,34
2015-07-13, ,31
2015-01-02, ,34
2015-01-03, ,35
2015-01-04, ,35
2015-01-05, ,30
2015-01-06, ,29
2015-01-07, ,31
2015-01-08, ,26
2015-01-09, ,24
2015-01-10, ,23
2015-01-11, ,30
2015-01-12, ,19
2015-01-13, ,26
2015-01-14, ,29
2015-01-15, ,25
2015-01-16, ,26
2015-01-17, ,32
2015-01-18, ,30
2015-01-19, ,38
2015-01-20, ,30
2015-01-21, ,29
2015-01-22, ,32
2015-01-23, ,29
2015-01-24, ,32
2015-01-25, ,33
2015-01-26, ,33
2015-01-27, ,33
2015-01-28, ,28
2015-01-29, ,24
2015-01-30, ,24
2015-01-31, ,17
2015-02-01, ,32
2015-02-02, ,33
2015-02-03, ,32
2015-02-04, ,38
2015-02-05, ,37
2015-02-06, ,43
2015-02-07, ,50
2015-02-08, ,36
2015-02-09, ,28
2015-02-10, ,24
2015-02-11, ,31
2015-02-12, ,36
2015-02-13, ,37
2015-03-04, ,36
2014-10-02, ,42
2014-10-03, ,45
2014-10-04, ,45
2014-10-05, ,66
2014-10-06, ,60
2014-10-07, ,48
2014-10-08, ,38
2014-10-09, ,34
2014-10-10, ,35
2014-10-11, ,41
2014-10-12, ,52
2014-10-13, ,49
2014-10-14, ,39
2014-10-15, ,36
2014-10-16, ,29
2014-10-17, ,33
2014-10-18, ,36
2014-10-19, ,38
2014-10-20, ,44
2014-10-21, ,37
2014-10-22, ,44
2014-10-23, ,48
2014-10-24, ,46
2014-10-25, ,53
2014-10-26, ,41
2014-10-27, ,31
2014-10-28, ,35
2014-10-29, ,46
2014-10-30, ,52
2014-10-31, ,42
2014-11-01, ,36
2014-11-02, ,36
2014-11-03, ,37
2014-11-04, ,34
2014-11-05, ,26
2014-11-06, ,29
2014-11-07, ,34
2014-11-08, ,37
2014-11-09, ,48
2014-11-10, ,43
2014-11-11, ,38
2014-11-12, ,32
2014-11-13, ,32
2014-11-14, ,30
2014-11-15, ,28
2014-11-16, ,31
2014-11-17, ,37
2014-11-18, ,33
2014-11-19, ,33
2014-11-20, ,36
2014-11-21, ,34
2014-11-22, ,34
2014-11-23, ,34
2014-11-24, ,34
2014-11-25, ,31
2014-11-26, ,32
2014-11-27, ,23
2014-11-28, ,34
2014-11-29, ,37
2014-11-30, ,27
2014-12-01, ,32
2014-12-02, ,14
2014-12-03, ,25
2014-12-04, ,15
2014-12-05, ,24
2014-12-06, ,17
2014-12-07, ,28
2014-12-08, ,28
2014-12-09, ,14
2014-12-10, ,24
2014-12-11, ,25
2014-12-12, ,24
2014-12-13, ,36
2014-12-14, ,33
2014-12-15, ,31
2014-12-16, ,29
2014-12-17, ,28
2014-12-18, ,34
2014-12-19, ,31
2014-12-20, ,28
2014-12-21, ,25
2014-12-22, ,27
2014-12-23, ,25
2014-12-24, ,16
2014-12-25, ,24
2014-12-26, ,33
2014-12-27, ,31
2014-12-28, ,30
2014-12-29, ,32
2014-09-10, ,25
2014-09-11, ,33
2014-09-12, ,34
2014-09-13, ,40
2014-09-14, ,47
2014-09-15, ,49
2014-09-16, ,52
2014-09-17, ,36
2014-09-18, ,36
2014-09-19, ,24
2014-09-20, ,27
2014-09-21, ,33
2014-09-22, ,34
2014-09-23, ,37
2014-09-24, ,40
2014-09-25, ,37
2014-09-26, ,30
2014-09-27, ,31
2014-09-28, ,35
2014-09-29, ,34
2014-09-30, ,36
2014-10-01, ,40
2014-09-09, , 
