date, pm25, pm10, o3, no2
2019-03-04,58,50,40,23
2019-03-05,67,47,43,23
2019-03-06,71,44,42,21
2019-03-07,75,50,51,22
2019-03-08,81,53,49,27
2019-03-09,86,59,61,26
2019-03-10,97,60,54,23
2019-03-11,96,59,45,23
2019-03-12,85,58,38,24
2019-03-13,101,58,59,22
2019-03-14,90,55,49,21
2019-03-15,84,56,48,15
2019-03-16,89,47,35,16
2019-03-17,70,49,51,21
2019-03-18,91,39,35,14
2019-03-19,68,46,37,16
2019-03-20,80,49,37,17
2019-03-21,83,38,43,15
2019-03-22,76,39,39,18
2019-03-23,64,43,60,22
2019-03-24,74,40,61,15
2019-03-25,67,43,40,20
2019-03-26,55,41,37,18
2019-03-27,52,41,37,14
2019-03-28,61,45,44,18
2019-03-29,65,52,49,26
2019-03-30,76,66,76,25
2019-03-31,110,58,66,16
2019-04-01,100,52,57,13
2018-10-02,41,27,26, 
2018-10-03,53,22,25,12
2018-10-04,43,23,26,13
2018-10-05,47,39,38,14
2018-10-06,76, ,42,23
2018-10-11,76,39,37,21
2018-10-12,79,34,31,18
2018-10-13,63,35,30,19
2018-10-14,72,20,21,9
2018-10-15,38,29,26,16
2018-10-16,44,34,35,17
2018-10-17,49,22,14,12
2018-10-18,46,20,12,11
2018-10-19,34,16,13,11
2018-10-20,32, , , 
2018-11-10,65,36,47,16
2018-11-11,54,42,49,18
2018-11-12,76,42,38,21
2018-11-13,72,49,23,26
2018-11-14,92,28,3,20
2018-11-15,75,36,23,27
2018-11-16,68,62,37,25
2018-11-17,86,53,46,26
2018-11-18,76,51,52,26
2018-11-19,79,55,53,28
2018-11-20,80,60,50,29
2018-11-21,80,59,37,27
2018-11-22,104,63,51,32
2018-11-23,85,70,69,35
2018-11-24,92,76,75,35
2018-11-25,121,46,34,21
2018-11-26,73,65,41,35
2018-11-27,112,53,30,23
2018-11-28,88,35,15,17
2018-11-29,56,18,15,13
2018-11-30,27,20,11,12
2018-12-01,38,27,27,14
2018-12-02,40,28,42,21
2018-12-03,43,48,53,27
2018-12-04,65,53,39,26
2018-12-05,99,37,20,18
2018-12-06,63,43,38,22
2018-12-07,70,41,23,22
2018-12-08,61,47,28,19
