date, pm25, pm10, o3, no2
2016-11-28, , ,61,21
2016-11-29, , ,28,17
2016-11-30, , ,28,14
2016-12-01, , ,35,28
2016-12-02, , ,35,16
2016-12-03, , ,11,30
2016-12-04, , ,33,17
2016-12-05, , ,21,12
2016-12-06, , ,18,11
2016-12-07, , ,30,21
2016-12-08, , ,39,23
2016-12-09, , ,74,29
2016-12-10, , ,27,15
2016-12-11, , ,30,13
2016-12-12, , ,46,19
2016-12-13, , ,56,22
2016-12-14, , ,70,38
2016-12-15, , ,69,37
2016-12-16, , ,38,24
2016-12-17, , ,40,32
2016-12-18, , ,35,25
2016-12-19, , ,48,17
2016-12-20, , ,11,16
2016-12-21, , ,35,14
2017-10-24, , , ,10
2017-10-25, , , ,16
