date, pm25, pm10, o3, no2
2017-11-04,47,36,29,28
2017-11-05,53,37,40,29
2017-11-06,76,44,39,37
2017-11-07,72,40,29,31
2017-11-08,55,44,3,34
2017-11-09,58,51, ,31
2017-11-10,92,49, ,30
2017-11-11,83,40, ,22
2017-11-12,75,40, ,20
2017-11-13,64,29, ,19
2017-11-14,30,24, ,18
2017-11-15,37,39, ,29
2017-11-16,68,41,29,34
2017-11-17,63,45,30,36
2017-11-18,80,43,30,35
2017-11-19,68,26,28,16
2017-11-20,47,44,36,26
2017-11-21,89,42,10,38
2017-11-22,74,45,37,23
2017-11-23,51,45,35,35
2017-11-24,73,69,44,65
2017-11-25,115,58,43,50
2017-11-26,90,37,33,26
2017-11-27,56,44,34,41
2017-11-28,74,54,37,46
2017-11-29,96,53,30,42
2017-11-30,81,53,30,35
2017-12-01,87,53,28,47
2017-12-02,95,58, ,40
2017-12-03,87, , , 
2017-12-06,73,63,30,56
2017-12-07,108,55,37,38
2017-12-08,78,39,23,22
2017-12-09,46,44,25,27
2017-12-10,62,31,32,24
2017-12-11,53,55,27,50
2017-12-12,97,53,28,37
2017-12-13,86,44,4,45
2017-12-14,85,74,54,66
2017-12-15,114,60,31,48
2017-12-16,93,52,22,29
2017-12-17,83,44,28,37
2017-12-18,79,54,48,39
2017-12-19,92,57,57,51
2017-12-20,102,59,48,46
2017-12-21,102, , , 
2017-07-02,76,29,42,19
2017-07-03,66,28,38,25
2017-07-04,54,32,31,32
2017-07-05,74,38,27,28
2017-07-06,72,28,29,21
2017-07-07,58,25,20,20
2017-07-08,46,31,17,17
2017-07-09,60,26,18,18
2017-07-10,66,40,23,37
2017-07-11,89,34,26,39
2017-07-12,83,49,38,44
2017-07-13,110,43,68,27
2017-07-14,85,46,42,19
2017-07-15,80,42,40,18
2017-07-16,77,32,42,19
2017-07-17,73,42,53,29
2017-07-18,81,39,32,33
2017-07-19,82,41,16,27
2017-07-20,79,39,45,30
2017-07-21,67,35,39,37
2017-07-22,66,41,44, 
2017-07-23,79,33,40, 
2017-07-24,75,36,35, 
2017-07-25,74,38,34, 
2017-07-26,82,35,32, 
2017-07-27,67,36,41, 
2017-07-28,74,43,51, 
2017-07-29,79,36,48, 
2017-07-30,66,36,50, 
2017-07-31,70,32,40, 
2017-08-01,52,40,50, 
2017-08-02,75,35,39, 
2017-08-03,63,38,42,32
2017-08-04,74,35,46,33
2017-08-05,81,37,64,28
2017-08-06,85,26,57, 
2017-08-07,56,34,45, 
2017-08-08,65,34,45,24
2017-08-09,64,33,24,22
2017-08-10,55,18,13,29
2017-08-11,37,40,42,33
2017-08-12,76,36,39,29
2017-08-13,67,33,59,25
2017-08-14,71,36,45,42
2017-08-15,74,48,25,37
2017-08-16,84,30,31,28
2017-08-17,58, ,37,27
2017-08-19,48, ,39,24
2017-08-23,58,38,30, 
2017-08-24,64,27,29,25
2017-08-25,60,49,32,47
2017-08-26,84,49,46,32
2017-08-27,104,28,44,26
2017-08-28,65,24,30,34
2017-08-29,63,21,18,33
2017-08-30,49,29,23,32
2017-08-31,66,32,25,36
2017-09-01,69,29,30,29
2017-09-02,64,26,23,24
2017-09-03,51,13,25,21
2017-09-04,36,22,19,36
2017-09-05,47,31,25,39
2017-09-06,70, , , 
2017-09-11,33,33,34,31
2017-09-12,62,53,40,38
2017-09-13,117,50,57,49
2017-09-14,92,44,54,41
2017-09-15,72,46,36,38
2017-09-16,68,44,82,35
2017-09-17,87,23,42,24
2017-09-18,54,28,29,26
2017-09-19,51,37,42,29
2017-09-20,65,39,32,33
2017-09-21,80,33,39,35
2017-09-22,63,39,33,37
2017-09-23,68,36,36,39
2017-09-24,72,30,26,34
2017-09-25,70,30,28,68
2017-09-26,71,40,39, 
2017-09-27,89,34,24, 
2017-09-28,78,19,16, 
2017-09-29,35,23,12, 
2017-09-30,41,15,12, 
2017-10-01,29,13,21, 
2017-04-02,77, , , 
2017-04-05,68,64,67,40
2017-04-06,122,60,75,33
2017-04-07,98,53,63,33
2017-04-08,93,54,47,34
2017-04-09,92,51,63,27
2017-04-10,82,59,71,32
2017-04-11,100,49,47,27
2017-04-12,84,34,43,20
2017-04-13,52,40,45,24
2017-04-14,62,37,51, 
2017-04-15,67,40,48, 
2017-04-16,70,33,43, 
2017-04-17,65,35,51, 
2017-04-18,72,48,52,35
2017-04-19,88,44,49,31
2017-04-20,76,38,54,27
2017-04-21,67,43,35,28
2017-04-22,76,45,56,27
2017-04-23,70,38,52,22
2017-04-24,70,52,55,36
2017-04-25,91,61,58,37
2017-04-26,107,51,65,34
2017-04-27,81,63,80,45
2017-04-28,107,53,26,33
2017-04-29,95,57,31,22
2017-04-30,84,45,61,28
2017-05-01,79,67,77,28
2017-05-02,119,60,13,40
