date, pm25, o3, no2
2017-02-24,99,43,33
2017-02-25,88,52,33
2017-02-26,118,32,22
2017-02-27,74,56,30
2017-02-28,102,61,35
2017-03-01,118,41,30
2017-03-02,113,38,15
2017-03-03,94,38,17
2017-03-04,72,40,17
2017-03-05,78,40,19
2017-03-06,89,47,25
2017-03-07,74,40,25
2017-03-08,81,41,20
2017-03-09,80,41,23
2017-03-10,67,44,31
2017-03-11,86,43,24
2017-03-12,76,40,18
2017-03-13,79,42,19
2017-03-14,76,38,20
2017-03-15,45,34,27
2017-03-16,69,48,31
2017-03-17,70,48,23
2017-03-18,63,44,20
2017-03-19,64,42,14
2017-03-20,53,41,18
2017-03-21,57,36,23
2017-03-22,62,35,26
2017-03-23,65,47,29
2017-03-24,85,53,26
2017-03-25,107,45,27
2017-03-26,78,47,27
2017-03-27,66,60,26
2017-03-28,78,42,25
2017-03-29,63, , 
2016-10-29,43,36,16
2016-10-30,40,38,15
2016-10-31,43,28,29
2016-11-01,32,47,24
2016-11-04,23,20,14
2016-11-05,26,10,15
2016-11-06,20,45,16
2016-11-07,48,39,20
2016-11-08,55,40,21
2016-11-09,66,16,26
2016-11-10,46,13,30
2016-11-11,64,15,31
2016-11-12,91,32,25
2016-11-13,48,43,20
2016-11-14,66,32,24
2016-11-15,76,29,22
2016-11-16,73,15,28
2016-11-17,48,41,34
2016-11-18,87,37,23
2016-11-19,88,21,18
2016-11-20,37,28,23
2016-11-21,27,42,26
2016-11-22,54,55,30
2016-11-23,74,42,28
2016-11-24,78,28,24
2016-11-25,68,34,25
2016-11-26,100,34,23
2016-11-27,58,53,24
2016-11-28,92,38,29
2016-11-29,62,33,22
2016-11-30,58,39,31
2016-12-01,67,32,22
2016-12-02,58,16,30
2016-12-03,71,31,24
2016-12-04,67,22,14
2016-12-05,43,18,13
2016-12-06,29,33,27
2016-12-07,62,29,26
2016-12-08,76,58,29
2016-12-09,93,24,14
2016-12-10,34,24,21
2016-12-11,48,37,24
2016-12-12,82,50,23
2016-12-13,86,46,29
2016-12-14,83,63,33
2016-12-15,86,43,22
2016-12-16,93,37,29
2016-12-17,74,32,25
2016-12-18,79,47,22
2016-12-19,71,8,21
2016-12-20,69,33,19
2016-12-21,54,38,22
2016-12-22,59,30,26
2016-12-23,72,42,28
2016-12-24,79,57,41
2016-12-25,114,58,27
2016-12-26,126,43,27
2016-12-27,73,38,26
2016-12-28,86,45,24
2016-12-29,56,11,18
2016-12-30,65,22,17
2016-12-31,38,44,25
2017-01-01,66,47,24
2017-01-02,132,30,39
2019-01-01, ,54,22
2019-03-03, ,69,17
2018-07-02, ,48,16
2018-06-01, ,54,22
2016-10-28, ,24,21
2020-03-19, ,5,38
2020-02-17, ,30,35
2020-01-01, ,21,8
2020-01-20, ,14,22
2019-07-01, ,37,23
2019-08-04, ,62,7
2019-08-05, ,41,20
2019-08-06, ,46,20
2019-08-07, ,43,19
2019-08-08, ,63,17
2019-08-09, ,44,20
2019-08-10, ,24,13
2019-08-11, ,43,13
2019-08-12, ,37,12
2019-08-13, ,51,18
2019-08-14, ,47,10
2019-08-15, ,56,15
2019-08-16, ,58,13
2019-08-17, ,67,17
2019-08-18, ,60,16
2019-08-19, ,25,10
2019-08-20, ,35,11
2019-08-21, ,49,16
2019-08-22, ,33,12
2018-11-07, ,25,21
2018-09-03, ,52,17
2018-04-05, ,67,22
2018-06-24, ,22,20
2018-01-08, ,11,27
2018-02-20, ,46, 
2018-02-21, ,80,27
2017-10-18, ,5, 
2017-10-19, ,37, 
2017-10-20, ,41, 
2017-10-21, ,49, 
2017-10-22, ,30, 
2017-10-23, ,20, 
2017-10-24, ,23, 
2017-10-25, ,29, 
2017-10-26, ,49,28
2017-10-27, ,50,31
2017-10-28, ,47,19
2017-10-29, ,49,19
2017-10-30, ,42,27
2017-10-31, ,37,25
2017-12-05, ,35,42
2017-07-11, ,33,27
2017-08-02, ,44,13
2017-09-10, ,17,10
2017-09-26, ,38,19
2017-05-24, ,76,20
2016-11-02, ,43,20
2016-11-03, ,26,21
