date, pm25, pm10, o3, no2
2019-04-13,75,38,73,21
2019-04-14,58,66,113,27
2019-04-15,126,62,105,31
2019-04-16,106,60,94,26
2019-04-17,101,56,99,31
2019-04-18,100,40,63,24
2019-04-19,73,44,79,12
2019-04-20,65,40,83,23
2019-04-21,64,48,90,23
2019-04-22,78,55,86,34
2019-04-23,92,57,69,34
2019-04-24,100,60,52,37
2019-04-25,107,61,84,32
2019-04-26,111,57,86,31
2019-04-27,103,57,82,32
2019-04-28,109,56,103,31
2019-04-29,108,51,37,41
2019-04-30,103,48,69,34
2019-05-01,98,30,4,41
2019-05-02,68,45,48,21
2019-05-03,63,47,57,40
2019-05-04,81,57,74,34
2019-05-05,110,48,64,21
2019-05-06,96,57,53,25
2019-05-07,112,55,55,36
2019-05-08,104,53,47,33
2019-05-09,89,54,42,31
2019-05-10,90,41,73,22
2019-05-11,88,65,97,27
2019-05-12,135,79,87,29
2019-05-13,158,80,85,37
2019-05-14,161,72,82,45
2019-05-15,154,75,94,27
2019-05-16,151,71,72,39
2019-05-17,146,45,57,33
2019-05-18,92,44,67,29
2019-05-19,82,36,71,23
2019-05-20,74,46,86,25
2019-05-21,93,48,84,32
2019-05-22,80,42,93,32
2019-05-23,81,50,86,31
2019-05-24,87,44,83,25
2019-05-25,89,49,74,23
2019-05-26,98,37,64,18
2019-05-27,75,43,87,23
2019-05-28,77,7,84,27
2019-05-29,38,54,88,22
2019-05-30,92,51,77,25
2019-05-31,91,35,51,22
2019-06-01,63,21,30,18
2019-06-02,38,14,24,11
2019-06-03,30,21,21,18
2019-06-04,44,20,24,26
2019-06-05,48,20,34,29
2019-06-06,43,22,65,32
2019-06-07,58,31,56,37
2019-06-08,75,38,54,26
2019-06-09,76,32,64,20
2019-06-10,68,38,40,21
2019-06-11,70,22,40,14
2019-06-12,48,27,49,27
2019-06-13,55,26,37,21
2019-06-14,48,23,46,24
2019-06-15,46,39,76,25
2019-06-16,78,36,84,22
2019-06-17,76,43,65,23
2019-06-18,80,34,66,23
2019-06-19,67,23,54,30
2019-06-20,61, ,78,32
2019-06-22,84,37,61,26
2019-06-23,78,34,51,23
2019-06-24,68,19,26,28
2019-06-25,46,24,35,27
2019-06-26,48,32,44,31
2019-06-27,59,27,33,18
2019-06-28,42,29,39,18
2019-06-29,48,18,19,13
2019-06-30,27, , , 
2019-01-02,143,68,44,34
2019-01-03,118,57,41,49
2019-01-04,93,55,59,43
2019-01-05,91,67,71,45
2019-01-06,118,54,63,37
2019-01-07,90,64,44,43
2019-01-08,103,60,46,44
2019-01-09,94,53,49,33
2019-01-10,88,41,49,25
2019-01-11,69,46,68,35
2019-01-12,78,53,50,37
2019-01-13,104,32,39,20
2019-01-14,75,42,28,25
2019-01-15,78,50,54,31
2019-01-16,95,55,61,32
2019-01-17,97,52,44,35
2019-01-18,93,47,36,31
2019-01-19,76,46,44,36
2019-01-20,68,36,42,24
2019-01-21,67,48,52,42
2019-01-22,81,49,47,43
2019-01-23,71,37,47,37
2019-01-24,50,44,31,36
2019-01-25,62,37,39,32
2019-01-26,54,39,36,32
2019-01-27,55,22,45,20
2019-01-28,45,43,51,34
2019-01-29,58,41,66,34
2019-01-30,71,37,42,25
2019-01-31,49,40,30,39
2019-02-01,61,42,47,40
2019-02-02,56,56,82,40
2019-02-03,84,55,80,41
2019-02-04,83,53,70,41
2019-02-05,86,56,72,52
2019-02-06,81,61,79, 
2019-02-07,90,61,58, 
2019-02-08,80,47,27, 
2019-02-09,66,43,45, 
2019-02-10,81,42,59, 
2019-02-11,68,49,66, 
2019-02-12,76,57,30, 
2019-02-13,78,43,41, 
2019-02-14,79,47,56,33
2019-02-15,91,45,68,35
2019-02-16,76,47,72,29
2019-02-17,68,36,51,25
2019-02-18,57,41,36,28
2019-02-19,64,35,31,22
2019-02-20,49,31,24,19
2019-02-21,48,25,22,16
2019-02-22,35, , , 
2019-02-25,62,36,38,27
2019-02-26,67,36,37,30
2019-02-27,64,36,39,31
2019-02-28,51,45,56,36
2019-03-01,71,59,4,54
2019-03-02,84, , , 
2019-03-04,75,44,44,32
2019-03-05,68,42,27,31
2019-03-06,66,42,52,29
2019-03-07,72,49,67,40
2019-03-08,83,48,58,35
2019-03-09,79,47,88,30
2019-03-10,85,53,82,27
2019-03-11,92,56,76,35
2019-03-12,91,51,46,30
2019-03-13,84,50,73,32
2019-03-14,76,54,74,31
2019-03-15,87,57,62,26
2019-03-16,92,46,44,27
2019-03-17,70,49,73,29
2019-03-18,92,38,41,21
2019-03-19,68,42,43,27
2019-03-20,72,45,59,25
2019-03-21,72,46,53,28
2019-03-22,84,39,44,28
2019-03-23,61,38,58,24
2019-03-24,65,40,82,24
2019-03-25,65,40,45,27
2019-03-26,57,38,44,26
2019-03-27,46,40,42,24
2019-03-28,61,41,51,28
2019-03-29,65,54,65,41
2019-03-30,85,59,96,37
2019-03-31,97,55,82,25
2019-04-01,102,50,61,22
2018-10-02,41,23,28,18
2018-10-03,37,21,26,19
2018-10-04,33,21,32,21
2018-10-05,37,31,55,25
2018-10-06,57,41,56,28
2018-10-07,84,38,54,30
2018-10-08,86,43,51,39
2018-10-09,92,38,46,27
2018-10-10,67,40,45,37
2018-10-11,85,44,51,34
2018-10-12,99,36,39,30
2018-10-13,70,36,33,25
2018-10-14,68,18,27,17
2018-10-15,33,29,14,29
2018-10-16,50,37,39,30
2018-10-17,67,24,14,20
2018-10-18,38,19,13,19
2018-10-19,28,25,10,22
2018-10-20,43, , , 
2018-11-10,68,39,49,26
2018-11-11,70,46,69,29
2018-11-12,91,39,37,32
2018-11-13,70,46,22,31
2018-11-14,87,37,3,28
2018-11-15,90,40,32,35
2018-11-16,78,57,40,38
2018-11-17,95,55,63,38
2018-11-18,93,50,61,38
2018-11-19,88,50,58,39
2018-11-20,84,56,53,44
2018-11-21,90,61,49,39
2018-11-22,104,60,60,48
2018-11-23,101,66,92,51
2018-11-24,115,66,78,47
2018-11-25,121,40,39,29
2018-11-26,75,58,34,40
2018-11-27,105,55,34,35
2018-11-28,93,34,22,20
2018-11-29,53,17,22,15
2018-11-30,30,20,15,16
2018-12-01,31,27,33,21
2018-12-02,45,27,46,27
2018-12-03,47,48,58,41
2018-12-04,80,60,58,41
2018-12-05,110,49,19,29
2018-12-06,91,43,49,32
2018-12-07,79,38,29,27
2018-12-08,61,46,36,31
2018-12-09,70,42,38,29
2018-12-10,72,57,22,35
2018-12-11,107,75,36,38
2018-12-12,136,68,57,42
2018-12-13,134,37,26,31
2018-12-14,64,49,40,36
2018-12-15,74,71,45,44
2018-12-16,128,63,65,45
2018-12-17,115,62,61,55
2018-12-18,114,73,73,52
2018-12-19,131,34,29,29
2018-12-20,54,41,34,36
2018-12-21,60,65,46,55
2018-12-22,103,76,65,67
2018-12-23,140,76,83,57
2018-12-24,135,58,57,51
2018-12-25,109,95,91,49
2018-12-26,165,56,38,40
2018-12-27,101,40,36,30
2018-12-28,63,43,28,42
2018-12-29,69,55,41,47
2018-12-30,95,58,31,29
2018-12-31,94, , , 
2018-07-03,99,46,39,24
2018-07-04,75,51,58,31
2018-07-05,99,40,30,19
2018-07-06,59,32,20,20
2018-07-07,51,22,40,21
2018-07-08,37,28,37,21
2018-07-09,62,45,47,27
2018-07-10,77,31,37,26
2018-07-11,59,42,50,33
2018-07-12,81,30,37,28
2018-07-13,65,3,48,28
2018-07-14,13,41,56,33
2018-07-15,91,54,65,21
2018-07-16,84,68,52,30
2018-07-17,105,43,46,25
2018-07-18,79,39,56,25
2018-07-19,71,40,51,28
2018-07-20,65,35,43,26
2018-07-21,59,32,38,24
2018-07-22,59,43,66,20
2018-07-23,74,46,66,28
2018-07-24,69,45,54,26
2018-07-25,58,42,46,31
2018-07-26,56,44,68,36
2018-07-27,73,43,55,38
2018-07-28,78,30,52,28
2018-07-29,63,32,12,37
2018-07-30,59,36,46,27
2018-07-31,57,38,56,30
2018-08-01,70,24,36,23
2018-08-02,47,20,31,19
2018-08-03,35,18,35,20
2018-08-04,38,28,26,27
2018-08-05,65,19,42,21
2018-08-06,44,20,27,23
2018-08-07,44,35,46,26
2018-08-08,72,41,54,29
2018-08-09,83,42,47,28
2018-08-10,84,36,51,32
2018-08-11,81,34,57,30
2018-08-12,81,28,33,29
2018-08-13,71,29,51,35
2018-08-14,66,39,61,27
2018-08-15,77,43,45,33
2018-08-16,84,38,50,35
2018-08-17,79,38,66,33
2018-08-18,72,33,43,26
2018-08-19,70,27,72,21
2018-08-20,61,29,40,25
2018-08-21,57,30,28,29
2018-08-22,55,33,15,26
2018-08-23,60,31,41,26
2018-08-24,69, ,48,29
2018-09-12,78,39,63,33
2018-09-13,93,31,43,34
2018-09-14,71,43,25,30
2018-09-15,79,30,37,26
2018-09-16,57,39,40,27
2018-09-17,91,35,37,31
2018-09-18,74,50,47,37
2018-09-19,101,44,55,31
2018-09-20,90,37, ,23
2018-09-21,67,35,50,25
2018-09-22,60,30,42,25
2018-09-23,69,26,36,20
2018-09-24,62,36,43,24
2018-09-25,71,35,42,26
2018-09-26,72,36,37,27
2018-09-27,67,34,46,25
2018-09-28,68,33,32,24
2018-09-29,60,35,34,26
2018-09-30,65,28,45,17
2018-10-01,57,26,26,19
2018-04-02,64,47,81,33
2018-04-03,78,43,70,27
2018-04-04,75,58,84,31
2018-04-05,96,47,74,26
2018-04-06,90,47,54,40
2018-04-07,98,51,79,33
2018-04-08,97,42,69,24
2018-04-09,75,47,64,26
2018-04-10,83,50,65,31
2018-04-11,84,33,49,29
2018-04-12,62,34,8,40
2018-04-13,74,42,60,33
2018-04-14,67,31,50,22
2018-04-15,49,58,63,27
2018-04-16,100,58,74,35
2018-04-17,92,53,84,37
2018-04-18,78,51,65,35
2018-04-19,67,54,52,39
2018-04-20,67,45,76,30
2018-04-21,72,55,78,35
2018-04-22,91,44,92,28
2018-04-23,87,37,76,30
2018-04-24,69,51,48,40
2018-04-25,92,46,55,40
2018-04-26,93,65,70,37
2018-04-27,117,49,94,39
2018-04-28,87,44,67,30
2018-04-29,80,46,76,31
2018-04-30,94,40,46,35
2018-05-01,73,34,53,22
2018-05-02,65,38,41,32
2018-05-03,86,39,44,34
2018-05-04,64,43,80,36
2018-05-05,88,22,39,21
2018-05-06,45,21,29,19
2018-05-07,43, ,35,24
2018-05-09,82,40,65,30
2018-05-10,83,42,79,29
2018-05-11,71,42,93,33
2018-05-12,81,40,92,27
2018-05-13,87,37,97,26
2018-05-14,74,41,70,29
2018-05-15,65,46,65,30
2018-05-16,73,40,61,26
2018-05-17,61,44,51,27
2018-05-18,65,42,62,35
2018-05-19,63,58,77,29
2018-05-20,105, ,85,26
2018-06-09,47,37,43,25
2018-06-10,69,35,65,22
2018-06-11,68,38,48,28
2018-06-12,68,46,27,40
2018-06-13,94,17,23,28
2018-06-14,49,26,25,37
2018-06-15,69,36,38,38
2018-06-16,85,29,43,22
2018-06-17,62,12,30,15
2018-06-18,27,17,13,23
2018-06-19,40,18,37,21
2018-06-20,40,25,36,23
2018-06-21,38,31,27,27
2018-06-22,52,19,27,20
2018-06-23,33, , , 
2018-06-25,54,34,56,32
2018-06-26,68,35,55,29
2018-06-27,75,37,56,29
2018-06-28,68,22,47,29
2018-06-29,52,42,4,31
2018-06-30,80, , , 
2018-01-09,42,48,37,51
2018-01-10,94,63,55,61
2018-01-11,115,56,70,55
2018-01-12,119,43,50,43
2018-01-13,89,50,35,42
2018-01-14,88,37,38,31
2018-01-15,87,44,36,44
2018-01-16,91,55,43,43
2018-01-17,113,40,47,37
2018-01-18,87,48,58,43
2018-01-19,105,47,52,49
2018-01-20,105,38,47,40
2018-01-21,94,33,47,31
2018-01-22,84,41,52,37
2018-01-23,88,40,57,36
2018-01-24,110,31,35,37
2018-01-25,88,59,21, 
2018-01-26,160,31,39,32
2018-01-27,91,32,47,35
2018-01-28,95,20,16,19
2018-01-29,63,8,19,15
2018-01-30,31,24,26,32
2018-01-31,69,12,18,31
2018-02-01,43,5,14,37
2018-02-02,24, ,33,24
2018-02-04,118,33,70,37
2018-02-05,97,23,71,25
2018-02-06,74,38,58,40
2018-02-07,107, ,51,41
2018-02-10,70,35,32,26
2018-02-11,68,32,31,21
2018-02-12,52,47,50,28
2018-02-13,71,65,51,31
2018-02-14,103,49,50,26
2018-02-15,72,51,68,27
2018-02-16,71,59,71,38
2018-02-17,84,59,24,34
2018-02-18,86,57,65,24
2018-02-19,103,48,61,22
2018-02-20,71,47,50,23
2018-02-21,68,59,79,41
2018-02-22,94,61,30,38
2018-02-23,98,62,75,37
2018-02-24,106,65,83,38
2018-02-25,113,39,69,24
2018-02-26,75,44,55,25
2018-02-27,81,62,72,37
2018-02-28,99,64,103,41
2018-03-01,102,65,58,36
2018-03-02,91,64,75,26
2018-03-03,103,57,52,30
2018-03-04,78, , , 
2018-03-08,109,42,1,34
2018-03-09,65,57,62,35
2018-03-10,100,55,85,42
2018-03-11,97,55,84,34
2018-03-12,91,50,68,28
2018-03-13,79,55,65,35
2018-03-14,88,63,71,40
2018-03-15,105,55,54,41
2018-03-16,92,61,54,40
2018-03-17,95,28,53,33
2018-03-18,39, ,64,26
2018-03-22,102,53,58,34
2018-03-23,87,50,38,28
2018-03-24,80,45,32,29
2018-03-25,56,46,67,29
2018-03-26,81,56,72,31
2018-03-27,90,55,67,29
2018-03-28,89,61,49,25
2018-03-29,82,49,62,21
2018-03-30,80,45,50,19
2018-03-31,75,32,52,21
2018-04-01,58,38,58,27
2017-10-02,34,21,20,22
2017-10-03,37,21,19,22
2017-10-04,32,22,13,18
2017-10-05,41,24,22,18
2017-10-06,37,23,25,22
2017-10-07,42,41,48,30
2017-10-08,69,31,47,25
2017-10-09,62,30,52,28
2017-10-10,63,37,28,23
2017-10-11,59,21,15,21
2017-10-12,33,20,17,20
2017-10-13,29,22,21,20
2017-10-14,35,28,41,21
2017-10-15,47,34,43,20
2017-10-16,73,17,18,16
2017-10-17,30,25,23,23
2017-10-18,39,46,37,30
2017-10-19,76,48,43,38
2017-10-20,84,52,45,36
2017-10-21,80,51,54,37
2017-10-22,74,46,30,27
2017-10-23,64,26,19,20
2017-10-24,43,24,23,18
2017-10-25,41,20,30,20
2017-10-26,38,54,67,49
2017-10-27,93,57,53,46
2017-10-28,94,43,53,30
2017-10-29,64,45,58,36
2017-10-30,78,51,55,36
2017-10-31,90,49,52,39
2017-11-01,94,58,11,36
2017-11-02,110,45,38,32
2017-11-03,87,34,28,31
2017-11-04,43,41,28,32
2017-11-05,61,44,32,30
2017-11-06,80,51,14,43
2017-11-07,75,51, ,47
2017-11-08,51,59, , 
2017-11-09,74,62, , 
2017-11-10,105,50, , 
2017-11-11,79,35, , 
2017-11-12,51,44, , 
2017-11-13,80,29, , 
2017-11-14,33,25, , 
2017-11-15,37,45,30,32
2017-11-16,74,47,30,36
2017-11-17,59,60,31,37
2017-11-18,91,56,31,42
