date,med_temp,med_hum
2020-01-01,22.2,48.49789644508821
2020-01-02,17.700000000000003,63.14636614114082
2020-01-03,17.2,56.80808233853645
2020-01-04,16.75,59.639416568252415
2020-01-05,12.75,68.3099017216546
2020-01-06,19.35,52.4404382774225
2020-01-07,14.6,57.55796116930898
2020-01-08,16.2,61.7598621546105
2020-01-09,14.5,57.27320525621879
2020-01-10,20,58.21882083982606
2020-01-11,19.8,56.656829736936324
2020-01-12,18.3,58.607702447303645
2020-01-13,13.9,66.90725060560436
2020-01-14,20.950000000000003,61.544876873729805
2020-01-15,17.35,69.92717023412827
2020-01-16,18,62.663801906089745
2020-01-17,17.2,66.69021546713674
2020-01-18,20.6,52.87507826737523
2020-01-19,13.4,86.06317493167266
2020-01-20,11.2,90.55621034172862
2020-01-21,11,80.39248683432156
2020-01-22,17.6,61.73819943159861
2020-01-23,16.6,64.3559111201819
2020-01-24,16.6,69.70179670154096
2020-01-25,12.75,75.56107939584297
2020-01-26,16,60.07598783170964
2020-01-27,16.2,66.47014477979099
2020-01-28,20.8,45.05354558625559
2020-01-29,16.1,59.8994360189281
2020-01-30,20.1,51.72966644536437
2020-01-31,16,57.638391391082756
2020-02-01,18.8,55.80852533823128
2020-02-02,15.25,68.94237424592636
2020-02-03,20,55.82226491459065
2020-02-04,14.4,74.07800883147131
2020-02-05,18,73.69144559731481
2020-02-06,15.7,65.41870297508127
2020-02-07,18.9,53.18661517713565
2020-02-08,17.200000000000003,60.43046497884828
2020-02-09,22.9,54.816732860606564
2020-02-10,21.299999999999997,65.92662012221363
2020-02-11,22.05,56.76614634060083
2020-02-12,18.200000000000003,63.83141410348745
2020-02-13,19.1,65.11670399970855
2020-02-14,16.6,74.43202892284062
2020-02-15,16.45,80.11994565349966
2020-02-16,15.2,73.71897109991858
2020-02-17,24.2,52.0009733440409
2020-02-18,22.450000000000003,50.07373466236442
2020-02-19,24.9,46.61037868927848
2020-02-20,19.4,67.18910213941331
2020-02-21,18,67.48533012221102
2020-02-22,12.850000000000001,72.55215682432564
2020-02-23,21.15,62.02699598162294
2020-02-24,20.7,62.99375772234882
2020-02-25,25,43.62816481235176
2020-02-26,18.8,53.63020749193933
2020-02-27,18.4,50.92334792946532
2020-02-28,18.4,49.56047566120311
2020-02-29,22.6,44.04781029430471
2020-03-01,20.8,45.97556172086952
2020-03-02,25.4,43.291334297936096
2020-03-03,18.7,57.539584639328936
2020-03-04,22,47.987299075715
2020-03-05,22.6,62.704836168440096
2020-03-06,15.399999999999999,74.11969262362973
2020-03-07,11,81.9266490914186
2020-03-08,21,42.49072254145711
2020-03-09,18.7,54.03734035741714
2020-03-10,23.7,49.52594053377092
2020-03-11,19.35,58.10782752749223
2020-03-12,25,46.98252438436692
2020-03-13,25.2,44.811306296494465
2020-03-14,25.75,41.75252885049977
2020-03-15,24,49.96168127164744
2020-03-16,23.1,55.22043880812976
2020-03-17,16.5,70.69031918292293
2020-03-18,22.2,58.63845654428691
2020-03-19,20,60.68109254144453
2020-03-20,23,58.13077304170369
2020-03-21,25.9,48.19231860827461
2020-03-22,25.35,55.14691563561324
2020-03-23,22.5,52.884307531303875
2020-03-24,26.6,42.10015944606976
2020-03-25,21.45,54.34964805396466
2020-03-26,25.15,39.4658521810038
2020-03-27,20.3,48.71509163980542
2020-03-28,31.4,32.252726878036455
2020-03-29,28,30.141599152733427
2020-03-30,24.5,50.15967101879815
2020-03-31,26.4,41.19465418421389
2020-04-01,23.4,50.482710331057525
2020-04-02,24.4,52.80980223849292
2020-04-03,23,53.43048530946103
2020-04-04,20.3,62.347199697994256
2020-04-05,22.3,62.042615238694566
2020-04-06,23.700000000000003,56.863937473691735
2020-04-07,20.9,60.16625175642719
2020-04-08,22.25,46.79989101057981
2020-04-11,25.7,40.50433628587417
2020-04-12,24.6,40.63934695689352
2020-04-13,26.2,44.24369650134267
2020-04-14,22.5,43.105027450884435
2020-04-15,23.6,41.335157054328434
2020-04-16,21.4,53.04950205976722
2020-04-17,20.6,59.90150038367646
2020-04-18,21.8,60.90323653015343
2020-04-19,20.7,69.53578299447412
2020-04-20,23.2,57.06930774438186
2020-04-21,20.5,61.47176520086785
2020-04-22,20.6,58.737364801848955
2020-04-23,23.2,51.538529777422724
2020-04-24,20.9,54.92788435294727
2020-04-25,18.950000000000003,69.54942888233634
2020-04-26,17.85,73.00325400703521
2020-04-27,19.5,62.934395966521585
2020-04-28,20.6,44.10341822454755
2020-04-29,22.4,48.368576542331596
2020-04-30,20.6,48.46484989762902
2020-05-01,15.55,69.01258523381094
2020-05-02,14.5,78.38194481306289
2020-05-03,22.7,47.21038330503673
2020-05-04,26.4,34.16520603017189
2020-05-05,24.049999999999997,44.84173867699677
2020-05-06,24.5,44.63719790186792
2020-05-07,18.35,73.02219771095616
2020-05-08,19.799999999999997,60.43860559719994
2020-05-09,19.7,59.70384611543077
2020-05-10,18.7,68.99129675795294
2020-05-11,22.8,54.978764874895234
2020-05-12,18.8,67.30107411935235
2020-05-13,25.4,43.87558475683225
2020-05-14,22,44.65609485468199
2020-05-16,24.299999999999997,47.27752204787711
2020-05-17,23.299999999999997,48.20887263938103
2020-05-18,24.35,49.86878048370201
2020-05-23,23.450000000000003,58.30497676002555
2020-05-24,23.200000000000003,54.85109462019977
2020-05-25,24.5,42.279780374788444
2020-05-26,25.4,27.944334125725923
2020-05-27,23.9,38.7700810144134
2020-05-28,23.6,36.141377087266314
2020-05-29,19.5,53.91403160393295
2020-05-30,17.1,65.70742818633559
2020-05-31,20.6,57.97231703863971
